vehicle_id,driver_id,make,model,year,license_plate,vehicle_type,vehicle_category,capacity,created_at
4404,8779,Piaggio,RE,2017,MH89AB6279,UberX,Auto,6,2024-06-13 14:59:37
4405,8780,Bajaj,Ape,2021,MH14AB4241,UberBlack,Auto,1,2023-09-03 13:41:52
4406,8783,Tata,WagonR,2019,MH81AB8034,UberPool,Car,3,2023-05-03 21:35:13
4407,8786,Royal Enfield,Apache,2018,MH51AB2228,UberPool,Bike,2,2024-05-27 15:07:30
4408,8789,Hyundai,Ertiga,2022,MH46AB4308,UberBlack,Car,2,2025-07-11 14:37:11
4409,8792,Hero,Activa,2016,MH31AB1929,UberPool,Bike,2,2024-01-02 02:26:44
4410,8793,Bajaj,Ape,2015,MH36AB9070,UberBlack,Auto,1,2022-11-22 19:39:33
4411,8794,Maruti,Swift,2018,MH91AB3347,UberX,Car,5,2025-01-22 19:48:11
4412,8796,Toyota,Innova,2016,MH61AB1157,UberBlack,Car,6,2025-06-27 12:33:59
4413,8797,Bajaj,Ape,2022,MH54AB9012,UberBlack,Auto,5,2024-08-02 07:05:23
4414,8798,TVS,RE,2021,MH61AB2382,UberBlack,Auto,1,2024-06-04 19:42:51
4415,8799,Royal Enfield,Apache,2019,MH44AB1786,UberPool,Bike,2,2023-03-08 19:50:21
4416,8800,Honda,Innova,2021,MH19AB8113,UberBlack,Car,2,2022-12-30 01:20:53
4417,8803,Toyota,WagonR,2022,MH26AB8070,UberX,Car,1,2023-02-23 23:10:31
4418,8804,TVS,Splendor,2017,MH58AB1316,UberBlack,Bike,2,2024-04-07 10:45:57
4419,8805,Honda,Ertiga,2019,MH62AB6827,UberBlack,Car,3,2024-05-11 06:28:19
4420,8807,Bajaj,RE,2023,MH85AB6194,UberPool,Auto,5,2023-08-12 02:06:49
4421,8809,TVS,King,2018,MH34AB8369,UberPool,Auto,3,2023-12-05 13:15:28
4422,8812,Honda,Swift,2023,MH15AB3887,UberX,Car,5,2022-08-07 17:26:49
4423,8813,Honda,Classic 350,2021,MH20AB5976,UberPool,Bike,2,2023-12-14 13:29:19
4424,8815,Bajaj,Pulsar,2022,MH39AB7188,UberBlack,Bike,2,2024-08-17 14:56:38
4425,8816,Bajaj,Ape,2015,MH75AB6395,UberPool,Auto,3,2022-08-09 00:43:20
4426,8823,Tata,i20,2019,MH66AB7428,UberX,Car,1,2024-01-01 17:49:54
4427,8824,Piaggio,RE,2019,MH33AB1262,UberX,Auto,2,2025-01-19 10:05:08
4428,8826,Honda,Pulsar,2022,MH78AB6601,UberX,Bike,2,2023-01-15 00:21:54
4429,8827,Hyundai,WagonR,2016,MH50AB2136,UberX,Car,1,2024-08-12 18:09:43
4430,8829,Royal Enfield,Classic 350,2015,MH76AB7699,UberX,Bike,2,2024-09-25 21:04:40
4431,8830,Maruti,WagonR,2021,MH50AB9284,UberBlack,Car,4,2025-04-15 11:55:45
4432,8833,Piaggio,RE,2019,MH26AB7054,UberPool,Auto,3,2024-09-01 03:24:17
4433,8835,Bajaj,Ape,2018,MH81AB6400,UberPool,Auto,6,2024-05-01 01:36:05
4434,8836,Bajaj,Ape,2019,MH47AB6517,UberX,Auto,6,2024-04-29 07:50:26
4435,8841,Honda,i20,2021,MH34AB9634,UberX,Car,6,2025-04-03 06:34:51
4436,8842,Royal Enfield,Classic 350,2015,MH76AB2962,UberPool,Bike,2,2023-07-02 17:23:53
4437,8844,Honda,Activa,2021,MH15AB3251,UberBlack,Bike,2,2023-11-13 04:43:47
4438,8846,TVS,King,2018,MH33AB4652,UberX,Auto,3,2023-05-13 01:21:34
4439,8848,Bajaj,RE,2022,MH12AB8639,UberBlack,Auto,1,2024-12-03 00:08:23
4440,8849,Bajaj,King,2023,MH99AB9129,UberBlack,Auto,4,2023-07-20 13:40:15
4441,8850,Maruti,Innova,2015,MH75AB4701,UberX,Car,3,2023-06-16 00:50:28
4442,8852,Hero,Pulsar,2023,MH29AB5120,UberPool,Bike,2,2023-03-10 08:05:40
4443,8853,Hero,Activa,2018,MH35AB9129,UberBlack,Bike,2,2023-06-24 02:53:41
4444,8854,Bajaj,King,2022,MH49AB3370,UberPool,Auto,1,2025-06-25 19:55:20
4445,8855,TVS,Pulsar,2023,MH27AB1750,UberX,Bike,2,2025-06-01 16:48:34
4446,8858,TVS,Ape,2015,MH93AB1909,UberPool,Auto,5,2024-10-06 09:52:32
4447,8859,Royal Enfield,Classic 350,2020,MH52AB1009,UberX,Bike,2,2023-08-12 10:56:00
4448,8862,Bajaj,Apache,2022,MH91AB7287,UberBlack,Bike,2,2024-02-10 13:26:27
4449,8864,Toyota,WagonR,2022,MH36AB4559,UberPool,Car,1,2024-06-13 19:35:44
4450,8866,Bajaj,Apache,2022,MH45AB2385,UberPool,Bike,2,2023-04-13 19:17:08
4451,8867,Tata,Ertiga,2018,MH29AB6177,UberPool,Car,4,2024-08-30 15:16:12
4452,8868,Bajaj,Ape,2019,MH75AB3560,UberBlack,Auto,3,2023-06-29 10:38:43
4453,8869,Bajaj,King,2019,MH79AB6603,UberX,Auto,4,2024-08-03 15:26:37
4454,8871,Bajaj,Ape,2022,MH97AB6925,UberBlack,Auto,4,2022-12-28 23:42:34
4455,8872,Bajaj,Splendor,2021,MH18AB5266,UberPool,Bike,2,2022-12-18 19:08:46
4456,8873,Maruti,WagonR,2019,MH21AB7190,UberPool,Car,1,2025-01-05 00:35:16
4457,8876,Bajaj,RE,2017,MH51AB7755,UberBlack,Auto,5,2022-12-11 21:38:04
4458,8877,Hyundai,i20,2021,MH26AB8309,UberBlack,Car,2,2024-10-03 01:31:39
4459,8880,Piaggio,King,2022,MH71AB7265,UberPool,Auto,3,2025-06-26 20:33:43
4460,8883,Toyota,Dzire,2019,MH70AB2989,UberPool,Car,3,2023-03-31 12:47:04
4461,8885,Toyota,WagonR,2019,MH94AB1106,UberX,Car,5,2022-08-13 07:58:49
4462,8886,Bajaj,King,2020,MH92AB8070,UberPool,Auto,2,2024-04-19 19:14:17
4463,8887,Bajaj,Ape,2021,MH71AB6930,UberPool,Auto,2,2022-08-09 14:51:23
4464,8888,TVS,Apache,2020,MH96AB5234,UberX,Bike,2,2023-11-09 07:17:33
4465,8896,Hyundai,i20,2023,MH83AB5043,UberBlack,Car,4,2024-02-04 21:45:07
4466,8898,Honda,Apache,2020,MH40AB7542,UberBlack,Bike,2,2023-11-12 12:17:14
4467,8902,Bajaj,Pulsar,2015,MH84AB5292,UberPool,Bike,2,2022-09-20 11:40:46
4468,8904,Hyundai,Innova,2019,MH73AB7516,UberPool,Car,5,2025-02-28 12:28:26
4469,8906,Piaggio,RE,2015,MH18AB8675,UberPool,Auto,6,2024-06-08 15:02:03
4470,8907,Bajaj,King,2015,MH44AB4932,UberBlack,Auto,5,2025-04-07 22:11:28
4471,8908,Bajaj,Activa,2022,MH18AB6786,UberBlack,Bike,2,2024-10-03 14:51:15
4472,8910,Bajaj,King,2019,MH38AB1403,UberX,Auto,5,2023-05-05 15:24:57
4473,8912,Piaggio,Ape,2022,MH40AB9996,UberPool,Auto,3,2023-06-19 08:16:06
4474,8913,Bajaj,Apache,2015,MH29AB5252,UberBlack,Bike,2,2025-05-13 22:57:26
4475,8915,Hyundai,Ertiga,2021,MH75AB9604,UberPool,Car,6,2022-11-09 05:02:33
4476,8919,Piaggio,Ape,2023,MH91AB1766,UberBlack,Auto,6,2022-11-14 07:48:10
4477,8921,Royal Enfield,Pulsar,2019,MH94AB3852,UberPool,Bike,2,2022-12-05 23:23:51
4478,8922,Hyundai,WagonR,2022,MH23AB2825,UberPool,Car,4,2023-06-24 01:52:52
4479,8923,TVS,RE,2022,MH78AB2393,UberPool,Auto,4,2023-10-19 23:49:00
4480,8925,Tata,Dzire,2016,MH72AB4467,UberPool,Car,4,2024-11-27 00:25:14
4481,8926,Toyota,Ertiga,2023,MH73AB4235,UberX,Car,3,2023-04-28 11:19:49
4482,8927,Toyota,Swift,2016,MH60AB7965,UberPool,Car,6,2024-05-21 03:58:05
4483,8928,Tata,Dzire,2019,MH96AB7506,UberBlack,Car,6,2024-02-28 13:27:44
4484,8930,Piaggio,Ape,2021,MH71AB7443,UberX,Auto,6,2024-01-03 07:42:17
4485,8931,Honda,Dzire,2017,MH49AB8609,UberBlack,Car,6,2022-12-14 13:01:32
4486,8932,Bajaj,RE,2019,MH73AB7632,UberBlack,Auto,5,2023-03-04 12:47:00
4487,8933,Royal Enfield,Splendor,2022,MH23AB7429,UberPool,Bike,2,2024-11-15 04:02:24
4488,8934,Hyundai,i20,2020,MH68AB3309,UberPool,Car,4,2025-05-01 13:26:53
4489,8935,TVS,Ape,2017,MH34AB6168,UberX,Auto,5,2024-06-19 13:49:20
4490,8939,Bajaj,RE,2018,MH47AB2149,UberX,Auto,4,2024-12-12 03:30:17
4491,8943,Hyundai,Innova,2019,MH26AB5685,UberPool,Car,1,2023-05-31 15:12:07
4492,8944,Hyundai,Innova,2023,MH33AB3961,UberX,Car,5,2023-10-10 12:25:42
4493,8946,Honda,Innova,2016,MH66AB2508,UberBlack,Car,1,2024-10-03 04:09:04
4494,8947,Hero,Classic 350,2022,MH70AB8003,UberBlack,Bike,2,2022-11-22 23:28:35
4495,8950,Bajaj,RE,2018,MH22AB7409,UberPool,Auto,3,2025-04-28 11:51:30
4496,8951,Honda,Dzire,2018,MH61AB5849,UberX,Car,3,2025-01-14 08:37:09
4497,8953,Hero,Pulsar,2020,MH41AB4982,UberBlack,Bike,2,2024-01-12 22:43:50
4498,8955,Piaggio,Ape,2017,MH21AB1541,UberX,Auto,2,2024-08-15 13:28:35
4499,8956,TVS,Classic 350,2022,MH51AB2130,UberPool,Bike,2,2023-01-07 20:57:29
4500,8957,Piaggio,Ape,2020,MH83AB8356,UberPool,Auto,1,2023-12-02 15:37:32
4501,8959,Maruti,Ertiga,2022,MH10AB6904,UberPool,Car,5,2024-04-16 20:46:21
4502,8960,Piaggio,RE,2020,MH80AB4214,UberX,Auto,1,2023-08-04 03:39:15
4503,8961,Hyundai,Dzire,2020,MH49AB7076,UberPool,Car,2,2025-03-07 06:33:10
4504,8962,Royal Enfield,Activa,2023,MH75AB4775,UberPool,Bike,2,2024-08-14 05:19:49
4505,8964,TVS,RE,2021,MH90AB5920,UberBlack,Auto,3,2022-09-17 11:38:47
4506,8966,TVS,Ape,2023,MH24AB1497,UberBlack,Auto,4,2025-03-07 02:07:10
4507,8967,Toyota,WagonR,2022,MH34AB3287,UberBlack,Car,1,2022-08-25 17:15:45
4508,8968,Hero,Apache,2017,MH84AB5825,UberX,Bike,2,2023-06-05 01:47:01
4509,8969,Piaggio,RE,2016,MH21AB3865,UberPool,Auto,4,2024-01-01 21:14:43
4510,8971,Bajaj,Apache,2015,MH65AB8918,UberBlack,Bike,2,2025-06-17 12:11:43
4511,8972,Maruti,i20,2018,MH74AB8866,UberX,Car,1,2024-01-28 15:17:57
4512,8976,Toyota,Swift,2018,MH75AB3474,UberBlack,Car,5,2023-04-21 19:46:24
4513,8977,Piaggio,RE,2015,MH23AB7047,UberX,Auto,6,2025-04-03 21:23:02
4514,8979,TVS,Ape,2020,MH48AB9029,UberPool,Auto,1,2025-01-04 16:54:44
4515,8980,Honda,Splendor,2021,MH75AB1564,UberX,Bike,2,2024-07-09 17:14:28
4516,8982,Hyundai,Ertiga,2015,MH10AB6353,UberBlack,Car,6,2022-10-27 04:29:46
4517,8983,Royal Enfield,Activa,2015,MH20AB4286,UberX,Bike,2,2025-02-16 00:10:17
4518,8985,Bajaj,Pulsar,2021,MH10AB6860,UberPool,Bike,2,2024-04-22 02:49:11
4519,8988,Bajaj,Pulsar,2016,MH23AB2961,UberPool,Bike,2,2023-12-31 20:34:02
4520,8989,Honda,Apache,2017,MH83AB2343,UberBlack,Bike,2,2022-09-19 07:40:51
4521,8990,Honda,Splendor,2021,MH89AB1773,UberBlack,Bike,2,2022-12-13 05:59:06
4522,8991,Toyota,WagonR,2019,MH18AB9029,UberBlack,Car,4,2024-07-26 02:05:25
4523,8996,Honda,Pulsar,2015,MH57AB5958,UberBlack,Bike,2,2024-08-05 21:22:10
4524,8998,Bajaj,King,2015,MH82AB1447,UberX,Auto,4,2023-03-27 01:50:01
4525,8999,Bajaj,RE,2016,MH53AB4550,UberBlack,Auto,4,2024-08-29 08:47:26
4526,9002,Honda,WagonR,2019,MH36AB5905,UberPool,Car,6,2023-08-11 16:41:03
4527,9003,Hyundai,i20,2022,MH36AB3066,UberX,Car,1,2023-07-01 12:18:56
4528,9004,TVS,RE,2016,MH57AB4218,UberPool,Auto,2,2024-11-01 18:06:15
4529,9007,Bajaj,King,2018,MH32AB6634,UberPool,Auto,6,2023-06-18 22:31:19
4530,9009,Hyundai,Ertiga,2023,MH79AB9839,UberX,Car,3,2023-04-25 10:43:33
4531,9010,TVS,RE,2019,MH62AB5526,UberBlack,Auto,6,2025-01-25 19:53:36
4532,9015,TVS,Apache,2016,MH97AB7627,UberBlack,Bike,2,2024-08-13 00:53:30
4533,9016,Bajaj,RE,2019,MH14AB6455,UberBlack,Auto,4,2025-05-08 18:57:53
4534,9018,TVS,RE,2016,MH91AB4356,UberPool,Auto,2,2024-05-15 19:28:28
4535,9019,Bajaj,Ape,2015,MH40AB9406,UberBlack,Auto,5,2025-03-28 15:47:38
4536,9021,Tata,WagonR,2022,MH66AB1435,UberBlack,Car,6,2022-12-29 21:37:24
4537,9022,Bajaj,Splendor,2023,MH52AB9262,UberPool,Bike,2,2023-01-24 02:40:11
4538,9026,Piaggio,RE,2019,MH98AB4098,UberBlack,Auto,3,2023-08-18 05:18:40
4539,9027,Honda,Swift,2015,MH75AB9701,UberBlack,Car,2,2022-12-29 03:20:13
4540,9029,Honda,Apache,2022,MH75AB4275,UberBlack,Bike,2,2024-10-27 21:45:23
4541,9030,Piaggio,RE,2018,MH71AB1388,UberX,Auto,4,2024-11-19 11:13:34
4542,9031,Bajaj,Splendor,2017,MH16AB7032,UberBlack,Bike,2,2023-08-23 07:02:42
4543,9032,TVS,Ape,2019,MH76AB6812,UberX,Auto,6,2023-07-24 19:44:21
4544,9036,Tata,Innova,2023,MH68AB2272,UberX,Car,3,2024-03-20 01:34:00
4545,9037,Honda,Innova,2016,MH45AB1233,UberPool,Car,1,2024-02-01 17:51:01
4546,9038,Bajaj,Ape,2016,MH41AB7328,UberX,Auto,4,2024-12-12 18:19:20
4547,9039,Maruti,Swift,2019,MH75AB6862,UberPool,Car,6,2025-03-01 19:48:31
4548,9044,Bajaj,Ape,2017,MH97AB4150,UberBlack,Auto,3,2023-10-09 15:46:02
4549,9046,Bajaj,RE,2019,MH96AB6330,UberX,Auto,3,2023-04-01 10:53:54
4550,9048,Bajaj,Activa,2021,MH28AB6295,UberPool,Bike,2,2024-07-04 02:42:11
4551,9050,Hero,Apache,2019,MH22AB3545,UberBlack,Bike,2,2024-10-04 10:17:36
4552,9059,Piaggio,Ape,2023,MH67AB2003,UberX,Auto,1,2023-08-05 19:12:49
4553,9060,Bajaj,Ape,2017,MH25AB6461,UberX,Auto,5,2024-12-18 17:01:04
4554,9062,Hero,Classic 350,2021,MH24AB2813,UberX,Bike,2,2022-12-05 01:22:48
4555,9063,Honda,Pulsar,2017,MH42AB1619,UberBlack,Bike,2,2024-05-21 05:51:20
4556,9064,TVS,Pulsar,2021,MH19AB3158,UberX,Bike,2,2023-11-18 10:19:32
4557,9065,Royal Enfield,Activa,2019,MH76AB2442,UberBlack,Bike,2,2024-02-09 02:18:27
4558,9066,Bajaj,RE,2016,MH18AB3698,UberBlack,Auto,2,2023-07-23 22:15:38
4559,9068,Maruti,Swift,2021,MH68AB7251,UberPool,Car,3,2024-08-03 20:06:40
4560,9069,TVS,Ape,2022,MH41AB4059,UberX,Auto,5,2024-04-16 12:32:37
4561,9072,Piaggio,RE,2021,MH74AB6036,UberX,Auto,3,2024-06-11 06:17:35
4562,9074,Hyundai,Innova,2021,MH31AB3870,UberBlack,Car,1,2023-01-22 08:54:17
4563,9075,TVS,King,2015,MH50AB4272,UberBlack,Auto,6,2023-09-06 23:40:08
4564,9076,Piaggio,Ape,2015,MH53AB7016,UberX,Auto,5,2023-01-20 22:29:21
4565,9077,TVS,RE,2023,MH92AB2125,UberPool,Auto,5,2024-12-19 02:44:58
4566,9080,Tata,Dzire,2020,MH67AB9058,UberX,Car,1,2022-10-29 09:36:33
4567,9083,Honda,WagonR,2017,MH69AB5697,UberX,Car,1,2022-12-21 06:10:14
4568,9084,Honda,Splendor,2020,MH68AB9338,UberBlack,Bike,2,2023-08-11 02:08:45
4569,9087,Bajaj,King,2020,MH53AB2492,UberBlack,Auto,3,2024-09-03 16:37:47
4570,9091,TVS,Ape,2020,MH31AB7949,UberPool,Auto,2,2023-11-18 09:45:34
4571,9095,TVS,RE,2017,MH22AB8928,UberX,Auto,2,2023-05-19 07:34:06
4572,9096,TVS,RE,2019,MH77AB8856,UberBlack,Auto,6,2024-02-17 04:29:07
4573,9106,Honda,i20,2015,MH94AB3655,UberX,Car,2,2024-11-13 23:56:18
4574,9107,Bajaj,Ape,2022,MH32AB7290,UberPool,Auto,1,2024-09-19 06:22:49
4575,9110,Piaggio,RE,2019,MH28AB1536,UberPool,Auto,6,2022-12-06 20:32:50
4576,9114,Royal Enfield,Activa,2016,MH41AB2748,UberPool,Bike,2,2023-01-05 19:49:53
4577,9115,Royal Enfield,Pulsar,2020,MH39AB1992,UberX,Bike,2,2024-05-07 01:15:16
4578,9117,Toyota,Innova,2016,MH38AB1256,UberX,Car,1,2024-09-14 19:45:24
4579,9120,Toyota,Swift,2019,MH64AB5953,UberPool,Car,2,2022-12-30 18:53:39
4580,9122,Hyundai,Dzire,2022,MH92AB8833,UberBlack,Car,6,2023-11-22 14:33:37
4581,9123,Bajaj,King,2020,MH94AB3262,UberBlack,Auto,2,2023-02-23 09:20:49
4582,9124,Royal Enfield,Splendor,2017,MH64AB1869,UberBlack,Bike,2,2023-04-26 06:30:46
4583,9127,Honda,Classic 350,2021,MH89AB8750,UberBlack,Bike,2,2024-07-01 05:55:05
4584,9129,Piaggio,Ape,2022,MH99AB4011,UberPool,Auto,4,2024-02-25 22:45:23
4585,9130,Piaggio,King,2019,MH19AB2042,UberX,Auto,3,2023-11-13 11:27:03
4586,9131,Tata,Ertiga,2021,MH47AB7231,UberPool,Car,2,2023-01-01 21:57:30
4587,9134,TVS,Ape,2021,MH34AB4567,UberBlack,Auto,4,2022-10-22 00:26:42
4588,9135,Bajaj,RE,2022,MH24AB2736,UberBlack,Auto,3,2025-01-31 03:37:48
4589,9136,TVS,Splendor,2020,MH91AB4014,UberX,Bike,2,2023-12-11 16:28:37
4590,9138,Maruti,Swift,2017,MH71AB1134,UberBlack,Car,3,2025-03-19 18:28:06
4591,9139,Toyota,Ertiga,2020,MH82AB4660,UberX,Car,6,2024-07-06 23:20:12
4592,9141,Bajaj,RE,2023,MH20AB5989,UberX,Auto,2,2023-12-05 02:14:55
4593,9142,Tata,Swift,2021,MH61AB8727,UberPool,Car,6,2024-05-02 14:46:42
4594,9143,Royal Enfield,Activa,2022,MH15AB8991,UberX,Bike,2,2024-09-26 03:57:27
4595,9144,Honda,i20,2020,MH18AB2801,UberX,Car,3,2024-01-07 01:44:14
4596,9145,Honda,Classic 350,2017,MH40AB1983,UberX,Bike,2,2023-11-10 05:06:44
4597,9149,Hero,Apache,2020,MH76AB7564,UberX,Bike,2,2023-03-20 14:11:39
4598,9152,Tata,Innova,2017,MH36AB7606,UberX,Car,6,2022-09-12 08:43:52
4599,9153,TVS,Activa,2023,MH46AB7165,UberBlack,Bike,2,2024-05-02 01:39:29
4600,9154,Bajaj,King,2016,MH45AB8564,UberBlack,Auto,5,2024-03-11 11:53:58
4601,9156,TVS,Splendor,2023,MH95AB1377,UberPool,Bike,2,2024-06-22 05:01:37
4602,9158,Piaggio,King,2016,MH18AB9154,UberBlack,Auto,3,2023-01-20 16:04:48
4603,9159,TVS,King,2015,MH17AB3558,UberBlack,Auto,4,2023-05-14 10:56:04
4604,9160,Honda,Activa,2019,MH31AB5524,UberPool,Bike,2,2023-09-26 01:33:46
4605,9161,Tata,i20,2018,MH61AB7385,UberPool,Car,1,2025-03-16 20:22:23
4606,9162,TVS,Activa,2021,MH68AB2912,UberX,Bike,2,2023-09-29 22:24:26
4607,9164,Piaggio,RE,2021,MH18AB9619,UberX,Auto,6,2023-09-24 14:24:45
4608,9169,Royal Enfield,Pulsar,2019,MH67AB8596,UberPool,Bike,2,2023-08-04 09:14:30
4609,9174,TVS,King,2023,MH47AB7142,UberBlack,Auto,2,2023-11-20 19:59:56
4610,9176,Bajaj,Pulsar,2016,MH91AB9462,UberBlack,Bike,2,2024-10-03 15:30:28
4611,9177,Hyundai,WagonR,2022,MH51AB5667,UberX,Car,2,2023-12-19 11:55:59
4612,9178,TVS,Apache,2020,MH94AB8179,UberBlack,Bike,2,2023-09-19 22:22:07
4613,9179,Hero,Classic 350,2015,MH70AB8241,UberBlack,Bike,2,2023-03-21 22:09:21
4614,9181,Hyundai,Ertiga,2020,MH53AB4448,UberX,Car,1,2022-09-16 20:40:27
4615,9182,Tata,Dzire,2016,MH43AB2709,UberX,Car,4,2024-12-30 11:43:23
4616,9187,Hyundai,i20,2017,MH23AB4005,UberBlack,Car,6,2024-12-06 13:45:29
4617,9188,TVS,King,2022,MH98AB3083,UberPool,Auto,1,2025-04-08 09:00:16
4618,9191,TVS,Apache,2017,MH51AB2713,UberPool,Bike,2,2025-05-31 00:48:27
4619,9194,TVS,Activa,2020,MH65AB6254,UberX,Bike,2,2024-05-27 14:48:22
4620,9196,TVS,King,2017,MH44AB4539,UberPool,Auto,3,2022-08-31 13:21:45
4621,9197,Honda,Ertiga,2017,MH29AB1387,UberX,Car,2,2025-01-09 08:17:55
4622,9199,Hyundai,Swift,2015,MH63AB5793,UberBlack,Car,4,2024-09-02 14:58:03
4623,9202,Tata,Dzire,2021,MH53AB3562,UberBlack,Car,1,2024-09-26 23:47:19
4624,9207,Bajaj,Ape,2019,MH75AB8558,UberPool,Auto,1,2023-09-08 18:27:51
4625,9211,TVS,King,2018,MH66AB3789,UberPool,Auto,1,2025-07-25 14:25:28
4626,9213,Honda,Dzire,2017,MH25AB6611,UberPool,Car,6,2025-06-23 06:12:51
4627,9217,Bajaj,RE,2015,MH57AB1017,UberPool,Auto,6,2024-10-02 21:58:24
4628,9221,Hero,Classic 350,2021,MH90AB2859,UberBlack,Bike,2,2023-05-31 12:29:55
4629,9222,TVS,Ape,2023,MH42AB5465,UberBlack,Auto,3,2024-10-28 11:33:20
4630,9226,Toyota,WagonR,2019,MH84AB5331,UberX,Car,1,2024-12-29 03:40:41
4631,9229,Bajaj,RE,2017,MH14AB9810,UberBlack,Auto,4,2023-06-04 18:45:36
4632,9230,Royal Enfield,Splendor,2019,MH17AB7748,UberX,Bike,2,2025-01-13 18:33:37
4633,9236,Toyota,Swift,2020,MH25AB8639,UberPool,Car,1,2023-05-19 13:19:19
4634,9237,TVS,King,2017,MH83AB7680,UberX,Auto,3,2025-07-12 15:02:28
4635,9238,TVS,King,2018,MH20AB5433,UberBlack,Auto,2,2023-11-20 03:55:14
4636,9240,Bajaj,Pulsar,2015,MH73AB1764,UberPool,Bike,2,2023-04-05 22:08:16
4637,9241,Maruti,Ertiga,2015,MH68AB8494,UberX,Car,2,2025-05-26 21:35:42
4638,9242,Honda,WagonR,2019,MH89AB6447,UberBlack,Car,5,2025-05-19 00:43:42
4639,9244,Tata,WagonR,2019,MH31AB9859,UberBlack,Car,4,2024-10-13 21:14:32
4640,9246,Maruti,WagonR,2021,MH98AB8719,UberBlack,Car,5,2022-11-18 13:57:13
4641,9247,Bajaj,Activa,2023,MH17AB2934,UberX,Bike,2,2022-12-18 14:10:26
4642,9248,Toyota,Swift,2020,MH32AB3464,UberX,Car,5,2023-03-04 00:55:14
4643,9249,Hyundai,Dzire,2017,MH36AB8626,UberPool,Car,3,2025-05-18 03:05:38
4644,9254,Hyundai,Innova,2023,MH13AB7513,UberBlack,Car,2,2023-05-23 15:09:56
4645,9256,Bajaj,King,2019,MH80AB7539,UberBlack,Auto,3,2025-04-06 04:36:01
4646,9257,Hero,Apache,2016,MH31AB7850,UberX,Bike,2,2024-05-13 09:40:24
4647,9259,TVS,Apache,2019,MH26AB8652,UberBlack,Bike,2,2023-04-08 03:02:59
4648,9261,Toyota,Ertiga,2022,MH17AB3167,UberX,Car,3,2025-01-27 06:43:32
4649,9265,TVS,RE,2021,MH88AB1570,UberPool,Auto,4,2023-07-08 01:33:57
4650,9266,TVS,RE,2015,MH29AB8000,UberBlack,Auto,6,2024-11-29 20:00:45
4651,9267,TVS,King,2019,MH20AB1729,UberPool,Auto,2,2023-03-29 07:01:55
4652,9270,Royal Enfield,Splendor,2017,MH89AB7790,UberPool,Bike,2,2024-09-29 20:47:21
4653,9272,Hyundai,Swift,2018,MH51AB7775,UberX,Car,2,2024-11-06 19:39:10
4654,9273,Bajaj,Apache,2021,MH95AB5399,UberPool,Bike,2,2024-07-09 14:06:50
4655,9274,Hero,Apache,2023,MH55AB2415,UberX,Bike,2,2024-06-29 16:43:36
4656,9275,Piaggio,RE,2021,MH50AB7437,UberBlack,Auto,2,2024-09-01 16:18:32
4657,9277,Toyota,Ertiga,2021,MH72AB2167,UberX,Car,1,2024-11-21 14:34:35
4658,9278,Honda,Apache,2016,MH33AB6695,UberBlack,Bike,2,2024-09-14 03:28:08
4659,9279,Bajaj,Ape,2022,MH32AB2264,UberPool,Auto,5,2023-06-15 00:25:53
4660,9280,Bajaj,Pulsar,2017,MH87AB3327,UberPool,Bike,2,2023-02-13 22:31:08
4661,9281,Honda,Innova,2016,MH80AB8259,UberPool,Car,4,2023-07-21 15:14:02
4662,9282,Hero,Classic 350,2021,MH57AB8939,UberX,Bike,2,2023-12-08 01:34:12
4663,9283,Hyundai,Innova,2023,MH76AB4859,UberPool,Car,4,2022-08-26 03:27:43
4664,9287,Tata,i20,2023,MH37AB4848,UberBlack,Car,3,2023-07-29 10:55:26
4665,9289,Honda,Dzire,2018,MH70AB9376,UberX,Car,4,2024-01-27 10:02:07
4666,9294,Bajaj,King,2017,MH59AB7793,UberBlack,Auto,4,2024-08-15 09:59:30
4667,9296,Honda,Splendor,2023,MH12AB8886,UberBlack,Bike,2,2023-09-10 01:48:32
4668,9297,Royal Enfield,Apache,2018,MH16AB1413,UberX,Bike,2,2023-08-24 22:58:44
4669,9300,Toyota,WagonR,2020,MH11AB4304,UberBlack,Car,4,2023-08-19 06:14:21
4670,9302,Bajaj,King,2022,MH10AB3545,UberBlack,Auto,1,2025-01-19 12:52:18
4671,9306,Toyota,WagonR,2016,MH43AB3326,UberBlack,Car,1,2025-07-27 00:34:50
4672,9307,Tata,Innova,2022,MH32AB9172,UberBlack,Car,2,2024-01-19 06:31:47
4673,9309,Bajaj,Ape,2017,MH97AB7678,UberBlack,Auto,6,2022-09-15 23:49:08
4674,9313,Piaggio,King,2020,MH43AB3585,UberPool,Auto,4,2025-05-10 18:00:16
4675,9314,Bajaj,Ape,2018,MH41AB7475,UberBlack,Auto,5,2023-05-27 13:07:41
4676,9315,Bajaj,RE,2019,MH13AB8722,UberX,Auto,5,2025-01-31 14:09:12
4677,9316,Honda,Innova,2023,MH23AB7823,UberX,Car,6,2024-06-20 23:20:50
4678,9320,Bajaj,Ape,2023,MH13AB9753,UberBlack,Auto,6,2024-11-04 07:49:19
4679,9322,Hyundai,Swift,2018,MH39AB7455,UberBlack,Car,2,2024-10-06 16:17:50
4680,9325,Bajaj,Apache,2019,MH52AB3081,UberX,Bike,2,2024-04-26 07:12:03
4681,9329,TVS,Activa,2019,MH27AB7384,UberPool,Bike,2,2023-07-23 04:33:26
