performance_id,driver_id,trip_count,average_rating,cancellation_rate,complaints_count,created_at
7425,7425,346,4.26,0.07,0,10-04-2025 14.31
7426,7426,467,4.82,0.08,12,09-12-2024 13.49
7428,7428,897,4.42,0.05,13,20-08-2024 10.31
7429,7429,556,4.71,0.12,5,11-07-2025 4.42
7435,7435,586,4.51,0.02,14,22-12-2024 13.27
7440,7440,807,4.53,0.07,5,28-05-2025 12.08
7441,7441,485,4.34,0.02,15,19-03-2025 12.20
7443,7443,982,4.46,0.04,12,06-10-2024 15.11
7444,7444,772,4.19,0.03,1,26-04-2025 1.52
7446,7446,298,3.97,0.04,1,20-08-2024 18.04
7451,7451,300,4.69,0.05,10,05-01-2025 13.11
7455,7455,408,4.99,0.06,5,10-05-2025 18.32
7460,7460,945,4.25,0.01,3,28-07-2025 13.49
7461,7461,804,4.41,0.14,5,22-10-2024 17.23
7464,7464,943,4.43,0.09,14,08-11-2024 14.26
7465,7465,559,4.83,0.14,16,09-02-2025 23.30
7466,7466,940,4.76,0.05,9,28-08-2024 3.49
7468,7468,963,4.65,0.06,10,02-01-2025 2.51
7469,7469,597,4.08,0.05,3,13-04-2025 9.49
7470,7470,799,4.37,0.03,1,02-08-2025 3.04
7472,7472,791,4,0.15,2,18-06-2025 2.06
7475,7475,778,4.57,0.01,3,28-01-2025 19.46
7476,7476,644,4.94,0.15,12,01-04-2025 13.15
7478,7478,973,3.85,0.04,10,19-06-2025 17.14
7479,7479,288,4.06,0.06,2,18-09-2024 18.14
7480,7480,912,4.14,0.14,7,16-08-2024 0.27
7481,7481,261,4.72,0.01,13,19-11-2024 15.02
7482,7482,692,3.95,0.08,5,26-09-2024 9.09
7484,7484,956,4.43,0.11,2,10-03-2025 3.34
7485,7485,474,4.45,0.11,14,07-06-2025 10.26
7486,7486,723,4.45,0.15,5,09-12-2024 11.19
7487,7487,681,4.29,0.13,18,02-08-2025 5.42
7488,7488,771,3.86,0.09,4,05-12-2024 1.24
7489,7489,632,4.75,0.04,1,15-06-2025 2.10
7491,7491,561,4.05,0.11,15,09-02-2025 16.10
7493,7493,178,4.83,0.04,15,01-04-2025 9.53
7494,7494,127,4.38,0.02,11,08-03-2025 9.08
7497,7497,346,4.83,0.13,15,07-02-2025 2.34
7503,7503,914,4.24,0.13,11,21-10-2024 18.14
7506,7506,651,4.16,0.05,20,10-05-2025 19.58
7508,7508,123,4.68,0.1,5,18-07-2025 7.30
7512,7512,145,4.07,0.04,6,01-10-2024 22.08
7519,7519,444,4.34,0.1,17,07-06-2025 17.30
7530,7530,836,3.82,0.14,0,20-09-2024 8.37
7531,7531,729,4.79,0.01,2,08-05-2025 20.30
7536,7536,860,4.21,0.1,5,28-06-2025 20.15
7538,7538,414,4.24,0.08,17,07-01-2025 13.49
7539,7539,948,3.89,0.09,1,01-10-2024 12.28
7540,7540,781,4.53,0.07,17,28-05-2025 22.56
7541,7541,743,4.09,0.15,17,11-03-2025 2.07
7542,7542,601,4.82,0.07,1,12-10-2024 22.25
7543,7543,179,4.03,0.12,11,26-10-2024 8.12
7544,7544,772,4.75,0.14,1,16-08-2024 4.56
7545,7545,723,4.47,0.08,20,04-06-2025 14.25
7548,7548,713,4.23,0.11,15,28-02-2025 16.03
7550,7550,680,4.47,0,14,27-02-2025 20.58
7551,7551,150,4.72,0.01,13,20-04-2025 17.49
7552,7552,415,4.24,0.1,19,17-08-2024 21.09
7553,7553,787,4.84,0.09,5,20-07-2025 3.53
7558,7558,727,4.01,0.15,7,07-05-2025 5.12
7561,7561,571,4.59,0.09,14,13-07-2025 13.11
7562,7562,808,4.51,0.06,5,02-11-2024 9.52
7563,7563,555,4.79,0.12,7,25-12-2024 3.04
7568,7568,692,3.93,0.08,6,25-12-2024 21.30
7570,7570,940,4.9,0.06,12,01-04-2025 7.44
7571,7571,732,4.08,0.12,1,08-03-2025 3.39
7572,7572,701,4.63,0.13,20,09-03-2025 14.03
7573,7573,606,4.11,0.05,15,25-01-2025 10.57
7574,7574,271,4.41,0.05,10,07-09-2024 16.32
7575,7575,232,4.74,0.08,7,15-11-2024 7.03
7579,7579,853,4.57,0.1,11,02-06-2025 8.39
7582,7582,695,4.51,0.1,4,05-07-2025 19.24
7583,7583,562,4.14,0.06,14,10-10-2024 13.03
7584,7584,433,4.68,0.05,6,21-09-2024 14.58
7585,7585,150,3.82,0.02,5,31-03-2025 6.37
7586,7586,677,4.76,0.01,16,09-10-2024 2.10
7589,7589,885,4.01,0.09,12,03-11-2024 5.06
7592,7592,655,4.13,0.04,6,16-05-2025 18.06
7593,7593,992,3.93,0.11,17,12-06-2025 14.13
7596,7596,634,4.42,0.01,10,23-06-2025 2.03
7597,7597,621,4.53,0.08,3,29-06-2025 20.37
7599,7599,399,3.93,0.13,1,20-07-2025 20.57
7601,7601,510,4.88,0.12,1,14-06-2025 13.22
7604,7604,528,4.22,0.1,13,23-05-2025 9.42
7607,7607,448,3.85,0.05,0,17-01-2025 8.45
7609,7609,863,3.95,0.14,8,14-11-2024 9.17
7610,7610,452,4.42,0.07,17,02-01-2025 0.59
7612,7612,249,4.15,0.08,10,06-01-2025 8.07
7613,7613,534,4.47,0.02,11,06-01-2025 17.26
7614,7614,196,4.59,0.07,9,27-08-2024 9.12
7616,7616,923,4.45,0.12,13,22-11-2024 18.39
7619,7619,550,4.4,0.02,12,30-04-2025 22.22
7620,7620,124,4.63,0.07,11,25-12-2024 21.19
7621,7621,829,4.57,0.12,10,07-03-2025 17.41
7622,7622,540,4.75,0.06,11,24-03-2025 7.34
7623,7623,981,4.56,0.02,1,10-11-2024 0.30
7628,7628,858,4.76,0.09,2,12-12-2024 15.45
7629,7629,753,4.59,0.1,14,08-11-2024 21.37
7630,7630,595,4.01,0.1,12,14-06-2025 7.43
7635,7635,410,4.11,0.11,6,02-10-2024 18.39
7637,7637,688,4.21,0.06,15,04-03-2025 15.25
7638,7638,558,4.35,0.07,10,16-11-2024 23.21
7641,7641,368,4.62,0.09,0,12-05-2025 4.41
7643,7643,501,4.52,0.12,1,16-07-2025 5.35
7644,7644,963,4.56,0.12,9,14-05-2025 3.34
7647,7647,690,4.47,0.04,20,10-06-2025 23.17
7648,7648,893,4.18,0.08,4,29-07-2025 4.25
7652,7652,872,4.11,0.13,14,31-10-2024 14.08
7655,7655,275,4.9,0.01,6,24-12-2024 18.05
7657,7657,935,4.14,0.04,6,25-01-2025 8.45
7658,7658,444,4.4,0.03,1,11-06-2025 14.16
7661,7661,586,4.73,0.05,18,03-07-2025 5.18
7666,7666,297,4.08,0.07,12,18-02-2025 21.44
7667,7667,453,4.01,0,9,14-06-2025 10.02
7668,7668,518,4.58,0.05,10,13-06-2025 16.31
7671,7671,555,4.11,0.03,3,05-06-2025 19.10
7672,7672,864,4.36,0.04,4,04-05-2025 1.22
7676,7676,205,4.79,0.11,18,25-02-2025 17.36
7677,7677,606,4.81,0.1,6,14-11-2024 16.10
7678,7678,380,4.98,0.06,9,28-01-2025 6.44
7679,7679,501,4.42,0.12,5,31-05-2025 15.40
7680,7680,633,4.46,0.14,9,21-05-2025 8.22
7682,7682,427,4.79,0.07,6,17-09-2024 13.02
7691,7691,936,4.11,0.05,9,27-12-2024 10.02
7693,7693,145,4.15,0.12,12,30-04-2025 10.03
7695,7695,335,4.87,0.1,8,27-05-2025 21.15
7696,7696,488,3.96,0.07,0,20-11-2024 22.38
7697,7697,413,4.27,0.11,18,17-09-2024 1.35
7698,7698,617,4.73,0.13,8,22-12-2024 14.27
7699,7699,427,4.56,0.11,13,28-03-2025 21.07
7701,7701,626,3.9,0.14,10,13-02-2025 14.27
7703,7703,113,3.91,0.15,17,05-08-2024 11.16
7704,7704,569,4.66,0.11,19,13-04-2025 22.49
7706,7706,118,4.78,0.02,10,19-12-2024 17.55
7709,7709,856,4.42,0.04,5,06-07-2025 9.26
7710,7710,879,4.79,0.14,5,06-07-2025 0.30
7713,7713,436,4.26,0,16,12-11-2024 2.58
7715,7715,837,4.89,0.05,2,02-06-2025 16.14
7717,7717,325,4.17,0.11,19,06-09-2024 20.48
7718,7718,307,4.66,0.14,7,05-07-2025 9.58
7722,7722,821,4.79,0.04,2,29-10-2024 5.36
7723,7723,687,4.46,0.1,14,01-12-2024 8.43
7726,7726,569,4.42,0.04,3,18-12-2024 23.39
7727,7727,474,4.49,0.05,7,01-11-2024 9.48
7728,7728,693,4.2,0.15,10,19-08-2024 22.55
7731,7731,156,4.36,0.05,20,28-11-2024 16.07
7734,7734,937,4.77,0.13,12,11-05-2025 5.51
7736,7736,985,4.03,0.13,13,21-12-2024 15.09
7737,7737,356,4.92,0.12,19,13-04-2025 1.37
7743,7743,485,4.97,0.15,9,01-11-2024 4.52
7744,7744,709,4.53,0.14,11,05-11-2024 17.03
7745,7745,926,4.36,0.12,1,07-07-2025 21.43
7748,7748,621,4.46,0.1,8,04-07-2025 0.59
7750,7750,513,4.96,0.11,6,02-05-2025 6.37
7752,7752,982,4.45,0.08,5,01-07-2025 0.16
7753,7753,799,4.42,0.03,10,05-12-2024 0.27
7754,7754,719,4.51,0.1,16,20-07-2025 20.56
7756,7756,572,4.11,0.12,1,21-01-2025 3.54
7757,7757,913,3.85,0.1,8,15-01-2025 3.37
7758,7758,738,4.77,0.11,0,06-05-2025 9.52
7759,7759,130,3.83,0.14,19,25-12-2024 21.58
7762,7762,582,4.3,0.11,11,17-06-2025 17.02
7768,7768,350,4.59,0.14,11,29-01-2025 6.52
7770,7770,691,4.34,0,19,01-06-2025 14.54
7772,7772,648,4.68,0.14,4,06-07-2025 7.59
7773,7773,392,4.52,0.03,15,30-09-2024 21.56
7774,7774,978,4.36,0.02,14,17-01-2025 5.05
7775,7775,286,4.77,0.1,19,09-06-2025 5.03
7776,7776,833,4.97,0.01,6,27-04-2025 6.58
7779,7779,734,3.93,0.05,11,16-10-2024 4.55
7781,7781,405,4.07,0.02,19,03-07-2025 7.03
7782,7782,128,4.44,0.1,1,02-07-2025 2.00
7783,7783,130,4.54,0.08,6,20-12-2024 9.28
7784,7784,807,4.55,0.14,8,27-05-2025 16.59
7786,7786,455,3.86,0.15,4,12-01-2025 2.23
7788,7788,579,4.11,0.04,6,10-10-2024 1.30
7789,7789,662,4.43,0.03,18,06-01-2025 2.17
7790,7790,343,4.13,0.02,18,05-06-2025 23.32
7794,7794,618,4.31,0.01,12,22-12-2024 5.36
7795,7795,171,3.82,0.14,13,01-03-2025 17.58
7796,7796,975,3.81,0.09,18,12-12-2024 0.24
7797,7797,507,3.85,0.01,9,14-03-2025 18.41
7802,7802,760,4.23,0.07,12,01-07-2025 8.25
7803,7803,543,4.68,0.1,16,02-01-2025 15.55
7806,7806,317,4.28,0.1,0,14-06-2025 19.11
7810,7810,787,4.68,0.02,8,01-10-2024 3.04
7811,7811,259,4.75,0.05,5,18-04-2025 5.04
7812,7812,653,4.63,0.01,2,16-06-2025 4.18
7813,7813,367,4.35,0.11,1,10-12-2024 22.40
7814,7814,411,4.31,0.09,0,04-01-2025 8.03
7815,7815,608,4.29,0.12,2,17-04-2025 18.24
7817,7817,710,3.88,0.1,19,22-08-2024 3.09
7822,7822,547,4.1,0.12,7,18-02-2025 13.09
7823,7823,457,3.84,0,17,08-09-2024 21.25
7828,7828,363,4.34,0.14,19,06-08-2024 10.33
7830,7830,825,4.78,0.06,3,11-03-2025 3.55
7831,7831,894,4.11,0.01,17,07-12-2024 23.21
7832,7832,388,3.95,0.13,4,23-01-2025 6.33
7833,7833,951,4.55,0.07,18,18-06-2025 9.00
7835,7835,683,4.47,0,4,09-06-2025 16.33
7839,7839,757,4.71,0.02,4,08-03-2025 0.06
7840,7840,758,4.23,0.06,6,17-06-2025 23.22
7841,7841,571,4.62,0.13,18,16-02-2025 10.01
7845,7845,471,3.96,0.06,17,24-08-2024 0.05
7848,7848,587,4.81,0.02,0,08-08-2024 12.51
7852,7852,702,3.85,0.12,10,01-12-2024 9.48
7855,7855,789,4.1,0.07,17,19-12-2024 9.36
7856,7856,203,4.57,0.09,19,24-07-2025 0.12
7857,7857,939,4.54,0.07,4,21-03-2025 6.04
7859,7859,335,4.19,0.04,5,15-02-2025 20.25
7860,7860,710,4.79,0,15,18-05-2025 13.33
7862,7862,594,4.38,0.07,19,19-02-2025 9.17
7863,7863,238,4.53,0.03,19,19-03-2025 14.59
7872,7872,794,3.96,0.07,9,21-10-2024 4.18
7877,7877,892,3.88,0.01,18,19-11-2024 14.33
7878,7878,104,4.11,0.12,6,04-09-2024 23.11
7879,7879,372,4.69,0.04,17,24-03-2025 22.52
7881,7881,610,3.89,0.14,15,25-03-2025 5.10
7882,7882,314,3.99,0.03,19,05-01-2025 4.58
7883,7883,204,4.02,0.14,5,27-06-2025 22.11
7886,7886,221,4.03,0.08,17,29-08-2024 15.22
7888,7888,911,4.23,0.02,0,25-01-2025 10.18
7889,7889,130,4.23,0.13,1,21-04-2025 9.38
7890,7890,146,4.96,0.07,16,11-01-2025 10.03
7891,7891,763,4.68,0.04,16,24-11-2024 18.23
7894,7894,511,4.61,0.12,20,28-07-2025 18.43
7895,7895,999,4.67,0.04,1,16-11-2024 13.45
7896,7896,298,3.82,0,8,04-11-2024 15.05
7897,7897,922,4.45,0.02,10,24-09-2024 6.05
7901,7901,667,3.89,0.09,19,28-03-2025 2.17
7902,7902,763,4.45,0.09,16,07-08-2024 0.32
7903,7903,772,3.81,0.04,7,03-02-2025 10.04
7904,7904,829,4.22,0.08,7,09-01-2025 23.33
7905,7905,236,4.69,0.1,6,08-12-2024 11.36
7910,7910,438,3.99,0.14,13,10-03-2025 10.23
7912,7912,305,4.93,0.04,5,25-09-2024 7.45
7913,7913,303,3.84,0.11,17,09-11-2024 22.36
7914,7914,432,4.43,0.08,8,11-07-2025 23.42
7915,7915,878,4.15,0.08,2,07-05-2025 21.15
7918,7918,510,3.88,0.09,16,23-11-2024 23.38
7923,7923,636,3.86,0.03,18,17-05-2025 10.38
7924,7924,290,4.98,0.09,6,27-02-2025 11.54
7925,7925,962,4.7,0.1,5,22-03-2025 20.44
7927,7927,606,4.86,0.02,15,20-07-2025 14.32
7928,7928,151,4.36,0.07,10,18-02-2025 15.04
7930,7930,820,3.91,0.05,13,09-02-2025 11.45
7931,7931,469,3.99,0.13,15,20-07-2025 22.18
7933,7933,777,4.88,0.14,5,02-02-2025 15.23
7934,7934,453,4.5,0.04,10,07-06-2025 2.42
7935,7935,559,4.87,0.04,12,16-05-2025 17.16
7936,7936,183,3.95,0.01,14,17-11-2024 7.41
7941,7941,392,4.55,0.01,5,13-03-2025 5.07
7943,7943,669,4.36,0.11,11,20-07-2025 15.08
7945,7945,557,3.98,0.12,4,10-03-2025 22.57
7949,7949,170,4.44,0.04,5,04-06-2025 11.43
7950,7950,277,4.93,0.11,7,15-12-2024 8.59
7951,7951,428,4.14,0.04,17,12-11-2024 5.04
7952,7952,310,3.97,0.04,1,22-05-2025 11.16
7957,7957,164,4.19,0.14,19,01-03-2025 12.23
7959,7959,579,4.77,0.11,3,19-12-2024 13.40
7960,7960,798,4.02,0.03,9,27-08-2024 1.03
7963,7963,477,4.96,0.02,8,06-01-2025 14.50
7964,7964,265,4.82,0.14,18,01-02-2025 2.03
7965,7965,751,4.25,0.05,11,21-04-2025 21.50
7974,7974,144,4.61,0.09,8,20-02-2025 5.03
7979,7979,535,3.83,0.12,18,09-06-2025 8.59
7982,7982,154,4.49,0.01,0,31-08-2024 1.53
7989,7989,716,4.26,0.07,17,12-11-2024 20.05
7990,7990,526,4.77,0.13,15,26-11-2024 17.44
7992,7992,443,4.01,0.1,0,20-01-2025 17.29
7995,7995,603,4,0.06,10,25-06-2025 16.57
7996,7996,870,4.11,0.01,1,29-07-2025 0.10
7997,7997,767,4.71,0.13,4,16-11-2024 9.32
8000,8000,676,4.81,0.07,3,26-06-2025 6.51
8001,8001,782,4.96,0.14,8,25-04-2025 9.03
8005,8005,689,4.33,0.11,10,19-03-2025 13.59
8013,8013,427,4.98,0,20,01-08-2025 17.19
8016,8016,882,4.17,0.12,16,26-07-2025 5.44
8022,8022,255,4.76,0.11,6,27-11-2024 6.56
8023,8023,130,4.31,0.12,1,11-04-2025 11.05
8032,8032,577,4.36,0.09,5,19-12-2024 11.33
8034,8034,942,4.66,0.03,1,12-06-2025 9.14
8035,8035,723,4.2,0.15,7,22-03-2025 0.04
8036,8036,121,4.3,0,18,23-03-2025 20.10
8037,8037,372,4.77,0.01,10,02-10-2024 9.27
8040,8040,941,4.51,0.13,11,14-11-2024 16.46
8041,8041,420,3.92,0.05,1,05-03-2025 10.17
8045,8045,177,4.24,0.06,6,13-04-2025 8.10
8047,8047,678,4.32,0.08,4,16-12-2024 21.48
8050,8050,238,4.89,0.02,13,24-03-2025 1.33
8051,8051,735,4.53,0.15,11,23-05-2025 4.05
8052,8052,381,4.04,0.03,20,08-05-2025 21.39
8053,8053,941,4.27,0.05,14,31-07-2025 8.24
8054,8054,221,3.97,0.05,20,22-04-2025 11.27
8056,8056,671,4.72,0.05,6,23-06-2025 4.57
8058,8058,290,4.67,0.06,0,19-04-2025 20.34
8059,8059,519,3.86,0.1,19,21-09-2024 3.18
8061,8061,920,4.85,0.07,17,18-07-2025 15.18
8062,8062,608,4.16,0.01,0,21-08-2024 6.30
8064,8064,774,3.81,0.1,1,20-01-2025 19.40
8068,8068,687,4.88,0.01,4,06-09-2024 1.44
8069,8069,372,4.07,0.14,1,16-12-2024 8.47
8073,8073,148,4.7,0.14,7,18-04-2025 23.52
8075,8075,781,4.54,0.07,17,01-11-2024 7.49
8078,8078,384,4.95,0.05,20,14-06-2025 8.25
8079,8079,998,4.49,0.01,10,22-11-2024 0.13
8084,8084,536,4.38,0.04,11,29-10-2024 11.36
8087,8087,345,4.26,0.06,9,02-11-2024 22.58
8088,8088,717,4.82,0.02,11,08-01-2025 12.20
8089,8089,520,4.5,0.09,15,01-01-2025 16.40
8091,8091,533,4.79,0.13,18,05-02-2025 6.17
8092,8092,726,4.17,0.05,13,30-06-2025 11.02
8093,8093,998,4.29,0.01,6,14-09-2024 2.05
8095,8095,332,4.82,0.13,7,22-04-2025 8.42
8096,8096,803,4.85,0.05,16,11-10-2024 19.25
8097,8097,838,4.37,0.1,11,06-03-2025 19.55
8098,8098,831,4.12,0.08,10,16-05-2025 14.15
8099,8099,488,4.55,0.04,2,14-05-2025 3.18
8100,8100,219,4.17,0.1,13,26-02-2025 16.11
8103,8103,967,4.8,0.14,13,13-06-2025 11.28
8107,8107,286,4.99,0.02,20,07-07-2025 11.11
8108,8108,584,4.4,0.07,18,04-09-2024 10.33
8109,8109,153,4.72,0.13,16,03-08-2025 19.23
8114,8114,759,4.91,0.07,19,23-08-2024 7.20
8115,8115,551,4.4,0.08,2,28-04-2025 0.12
8121,8121,410,4.53,0.06,16,22-01-2025 7.15
8122,8122,195,4.78,0.01,10,04-07-2025 13.06
8123,8123,719,3.86,0.09,19,15-03-2025 5.28
8124,8124,384,4.34,0.04,2,02-09-2024 6.02
8127,8127,508,4.83,0.03,11,12-08-2024 7.08
8128,8128,195,4.33,0.04,3,11-06-2025 4.39
8132,8132,207,4.33,0.1,0,09-06-2025 8.45
8134,8134,775,4.97,0.12,9,15-07-2025 5.42
8138,8138,369,3.82,0.01,17,23-02-2025 17.22
8139,8139,306,3.97,0.14,0,11-11-2024 10.15
8140,8140,288,3.9,0.05,15,19-06-2025 22.05
8141,8141,814,4.57,0.06,3,19-02-2025 10.01
8146,8146,673,4.08,0.05,0,11-07-2025 6.05
8149,8149,310,4.65,0.07,17,26-09-2024 6.34
8150,8150,434,4.73,0.09,5,30-11-2024 5.40
8151,8151,582,4.59,0,1,15-09-2024 15.34
8154,8154,360,3.98,0.08,7,13-02-2025 20.40
8155,8155,678,3.93,0.13,2,12-03-2025 17.03
8157,8157,440,4.39,0.08,3,22-11-2024 8.42
8159,8159,836,4.11,0.02,5,28-12-2024 15.04
8160,8160,794,4.31,0.07,7,26-04-2025 15.29
8162,8162,107,3.88,0.09,8,23-05-2025 6.14
8169,8169,868,4.04,0.12,19,27-12-2024 22.35
8170,8170,728,4.21,0.05,16,15-10-2024 16.12
8172,8172,315,4.4,0.08,4,23-06-2025 2.26
8173,8173,273,3.84,0.09,8,09-06-2025 13.43
8174,8174,611,3.98,0.12,13,01-08-2025 19.27
8175,8175,506,4.68,0.03,3,14-10-2024 1.28
8176,8176,993,4.56,0.12,18,19-12-2024 7.08
8177,8177,924,4.88,0.02,13,31-12-2024 18.34
8178,8178,506,4.21,0.03,15,06-01-2025 2.34
8185,8185,917,4.91,0.15,8,08-10-2024 2.41
8187,8187,723,4.54,0.05,20,29-03-2025 15.49
8188,8188,976,3.98,0,20,24-12-2024 15.13
8189,8189,562,4.96,0,14,10-10-2024 20.23
8192,8192,628,4.86,0.02,4,24-04-2025 9.58
8196,8196,374,4.38,0.03,14,24-10-2024 9.45
8198,8198,225,4.61,0.04,19,24-05-2025 20.34
8202,8202,706,4.52,0.01,19,06-08-2024 1.37
8203,8203,631,4.74,0.11,14,30-04-2025 5.55
8210,8210,421,4.67,0.02,2,24-12-2024 12.47
8212,8212,831,3.97,0.1,11,21-07-2025 18.38
8214,8214,531,4.03,0.08,8,29-10-2024 4.18
8216,8216,318,4.69,0.03,7,21-07-2025 23.05
8218,8218,918,4.57,0.13,17,07-08-2024 11.06
8219,8219,939,4.54,0.01,8,16-12-2024 20.41
8220,8220,805,4.93,0.04,1,07-09-2024 2.23
8221,8221,593,4.25,0.14,10,12-06-2025 16.14
8222,8222,183,4.2,0.01,19,03-11-2024 18.54
8223,8223,357,3.87,0.08,5,12-10-2024 2.36
8225,8225,891,4.55,0.09,1,12-02-2025 19.34
8228,8228,192,4.37,0.04,8,09-08-2024 2.04
8232,8232,726,4.99,0.09,7,15-02-2025 8.53
8233,8233,675,4.95,0.07,12,11-02-2025 5.02
8236,8236,530,4.48,0.07,4,22-06-2025 7.08
8237,8237,649,4.3,0,10,15-10-2024 7.00
8238,8238,969,4.79,0.02,0,08-12-2024 19.50
8241,8241,593,3.81,0.01,3,24-04-2025 16.25
8244,8244,838,4.25,0.13,13,27-04-2025 15.15
8248,8248,618,4.46,0.02,15,30-11-2024 0.47
8250,8250,737,3.84,0.11,17,03-08-2025 19.03
8253,8253,207,4.38,0.11,18,07-01-2025 9.07
8255,8255,129,4.37,0.12,1,05-01-2025 23.52
8256,8256,126,4.89,0.1,20,04-10-2024 3.50
8257,8257,573,4.63,0.03,0,07-10-2024 23.38
8258,8258,329,4.51,0.02,17,03-11-2024 7.48
8260,8260,168,4.18,0.06,16,20-08-2024 14.53
8263,8263,261,4.53,0.03,14,03-03-2025 6.00
8264,8264,317,4.67,0.01,11,20-02-2025 14.07
8265,8265,192,3.98,0.1,5,02-01-2025 17.32
8266,8266,818,4.96,0.05,14,05-06-2025 5.05
8268,8268,369,4.41,0.13,16,18-09-2024 15.59
8269,8269,630,3.98,0.15,5,04-08-2025 5.23
8271,8271,929,4.56,0.09,16,12-12-2024 21.08
8273,8273,806,4.81,0.15,18,21-02-2025 22.58
8274,8274,225,4.16,0.01,3,01-08-2025 4.09
8279,8279,703,4.29,0.04,5,04-06-2025 21.38
8281,8281,731,4.8,0.12,17,14-03-2025 2.36
8286,8286,674,3.98,0.15,17,06-10-2024 6.03
8288,8288,873,4.36,0.1,20,11-12-2024 10.20
8290,8290,651,3.88,0.09,6,23-08-2024 2.01
8291,8291,869,4.88,0.15,18,05-02-2025 15.12
8293,8293,288,4.02,0.07,5,09-09-2024 6.16
8294,8294,312,4.66,0.01,12,17-10-2024 2.56
8296,8296,417,4.31,0.1,1,16-10-2024 20.30
8297,8297,960,4.88,0.01,12,21-10-2024 17.06
8302,8302,498,4.01,0,18,23-03-2025 17.57
8306,8306,641,4.75,0.07,8,23-05-2025 16.53
8311,8311,578,4.42,0.11,11,16-06-2025 20.47
8313,8313,456,4.94,0.07,16,14-12-2024 16.55
8314,8314,478,4.08,0.04,15,25-03-2025 19.53
8320,8320,116,4.18,0.13,16,27-04-2025 15.07
8323,8323,182,4.81,0.07,5,31-01-2025 5.50
8324,8324,167,4.32,0.07,0,06-12-2024 6.22
8325,8325,658,4.85,0.01,6,23-09-2024 13.46
8329,8329,652,4.36,0.01,12,08-07-2025 19.14
8330,8330,395,3.98,0.14,11,27-10-2024 20.27
8332,8332,718,4.6,0.05,7,29-06-2025 4.55
8334,8334,447,3.84,0.04,19,23-12-2024 2.54
8336,8336,613,4.55,0.13,20,26-05-2025 5.34
8337,8337,744,4.2,0.13,18,28-01-2025 3.08
8341,8341,354,4.66,0.11,4,17-03-2025 22.13
8343,8343,966,3.97,0.04,3,31-12-2024 22.46
8347,8347,244,4.9,0.1,9,25-12-2024 13.38
8350,8350,423,4.64,0.08,0,18-03-2025 14.32
8351,8351,284,4.3,0.01,11,24-10-2024 23.03
8352,8352,146,4,0.06,14,05-09-2024 7.23
8353,8353,306,4.47,0.05,9,01-12-2024 15.20
8356,8356,721,4.24,0.05,13,26-03-2025 18.07
8359,8359,212,4.66,0.1,19,07-09-2024 12.28
8360,8360,186,4,0.08,11,22-05-2025 7.59
8361,8361,883,4.09,0.05,6,30-01-2025 19.32
8363,8363,264,4.27,0.03,8,25-08-2024 16.05
8364,8364,426,4.75,0.05,16,31-01-2025 4.41
8367,8367,237,3.84,0.15,9,05-02-2025 0.36
8368,8368,140,4.88,0.07,19,21-12-2024 22.16
8372,8372,359,4.84,0.1,13,13-04-2025 10.40
8374,8374,486,4.61,0.03,12,02-02-2025 13.33
8375,8375,583,4.89,0.05,0,14-05-2025 9.48
8376,8376,164,4.72,0.04,4,21-11-2024 20.13
8377,8377,500,4.1,0.13,12,19-08-2024 10.14
8381,8381,609,4.99,0.11,19,01-04-2025 19.46
8383,8383,245,3.91,0.1,11,28-10-2024 23.44
8384,8384,140,4.03,0.03,8,02-01-2025 12.43
8385,8385,988,4.39,0.14,16,12-07-2025 17.41
8388,8388,267,4.41,0.12,17,07-05-2025 17.18
8390,8390,336,4.28,0.03,16,06-08-2024 4.42
8391,8391,418,4.16,0.12,19,14-10-2024 6.01
8392,8392,963,4.91,0.1,11,30-11-2024 20.12
8393,8393,661,4.68,0.03,15,28-09-2024 17.19
8394,8394,613,4.54,0.09,18,17-08-2024 12.55
8396,8396,185,4.32,0.14,1,02-09-2024 18.11
8397,8397,714,4.14,0.09,0,07-09-2024 15.48
8398,8398,230,4.61,0.03,16,23-03-2025 1.37
8399,8399,481,4.82,0.15,14,21-01-2025 18.43
8400,8400,234,4.48,0.1,2,23-04-2025 23.28
8402,8402,559,4.98,0.11,8,17-08-2024 0.36
8403,8403,811,4.34,0.14,14,26-09-2024 2.18
8406,8406,976,4.52,0.05,12,06-12-2024 14.52
8407,8407,148,4.18,0.13,20,24-05-2025 4.46
8409,8409,180,4.92,0.13,19,03-01-2025 7.13
8410,8410,224,4.25,0.01,20,29-09-2024 0.47
8412,8412,441,4.27,0,12,28-10-2024 6.33
8413,8413,862,4.71,0.05,0,30-12-2024 4.57
8417,8417,754,4.98,0.13,3,01-12-2024 14.02
8420,8420,545,4,0.04,2,22-08-2024 12.37
8421,8421,836,3.91,0.09,9,10-01-2025 18.34
8422,8422,260,4.41,0.14,16,18-05-2025 11.13
8423,8423,322,4.84,0.05,7,20-06-2025 7.20
8424,8424,594,4.47,0.03,13,24-10-2024 4.33
8427,8427,354,4.94,0.01,0,20-02-2025 5.29
8429,8429,133,4.82,0.05,20,11-01-2025 12.33
8430,8430,136,3.93,0.1,1,23-10-2024 20.46
8431,8431,585,3.98,0.02,12,16-01-2025 10.46
8432,8432,981,4.12,0.03,10,08-08-2024 17.04
8434,8434,456,4.94,0.09,13,27-07-2025 16.57
8436,8436,278,4.83,0.04,17,27-12-2024 14.39
